	year	month	day	        T1	        T2	        T3	        O1	        O2	        O3
	1995	   10	  9	   -78.650	   -81.824	   -70.132	      22.3	       1.4	      31.5
	1995	   10	 11	   -79.354	   -80.890	   -64.714	      19.0	       1.6	      33.8
	1995	   10	 13	   -78.570	   -79.372	   -64.102	      16.2	       6.8	      35.5
	1995	   10	 16	   -78.070	   -80.570	   -63.268	      19.8	       7.3	      32.1
	1995	   10	 19	   -74.318	   -75.576	   -58.247	      17.5	      25.5	      37.3
	1995	   10	 22	   -74.256	   -77.626	   -57.198	      20.1	       8.2	      40.2
	1995	   10	 25	   -74.478	   -77.382	   -58.964	      17.9	       8.3	      37.3
	1995	   10	 28	   -74.596	   -76.210	   -56.914	      21.6	      13.1	      37.9
	1995	   10	 31	   -74.492	   -75.561	   -53.692	      22.6	       8.2	      37.4
	1995	   11	  3	   -77.400	   -74.954	   -53.663	      19.6	       6.1	      39.3
	1995	   11	  6	   -73.180	   -72.258	   -50.551	      22.3	      14.7	      43.5
	1995	   11	  9	   -72.434	   -67.732	   -43.298	      22.0	      15.4	      45.7
	1995	   11	 12	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	1995	   11	 13	   -70.952	   -66.406	   -40.906	      19.6	      17.4	      47.3
	1995	   11	 17	   -73.558	   -61.442	   -32.012	      13.6	      22.2	      64.3
	1995	   11	 24	   -67.630	   -57.528	   -29.602	      21.1	      19.4	      65.1
	1995	   11	 30	   -64.871	   -48.522	   -24.175	      19.4	      29.2	      93.3
	1995	   12	  9	   -61.932	   -50.298	   -30.544	      24.5	      31.7	      73.4
	1995	   12	 15	   -59.464	   -43.438	   -28.966	      22.9	      40.3	      86.8
	1995	   12	 22	   -54.480	   -39.194	   -28.176	      27.0	      47.9	      82.8
	1995	   12	 29	   -48.662	   -35.126	   -28.400	      27.0	      63.1	      76.3
	1996	    1	  5	   -46.362	   -36.434	   -32.056	      27.6	      70.7	      71.5
	1996	    1	 11	   -47.614	   -38.688	   -33.642	      28.5	      61.5	      69.5
	1996	    1	 19	   -46.640	   -37.976	   -33.516	      29.1	      80.4	      75.3
	1996	    1	 25	   -46.332	   -38.848	   -34.756	      34.1	      74.9	      64.9
	1996	    1	 31	   -45.286	   -42.962	   -38.932	      33.4	      65.8	      66.7
	1996	    2	  8	   -48.584	   -42.760	   -40.754	      35.0	      67.1	      58.1
	1996	    2	 14	   -46.346	   -42.608	   -40.676	      39.4	      71.2	      56.6
	1996	    2	 20	   -45.245	   -43.047	   -41.846	      44.8	      75.7	      81.3
	1996	    2	 27	   -46.622	   -45.274	   -44.190	      41.2	      76.5	      75.4
	1996	    3	  5	   -46.010	   -46.340	   -46.358	      38.9	      69.5	      77.7
	1996	    3	 12	   -48.818	   -49.532	   -50.022	      42.0	      82.5	      58.4
	1996	    3	 21	   -50.934	   -52.204	   -53.794	      34.2	      78.1	      75.5
	1996	    3	 26	   -51.622	   -54.116	       NaN	      56.7	      90.1	       NaN
	1996	    4	  2	   -53.426	   -59.344	   -61.250	      38.3	      84.3	      66.0
	1996	    4	  9	   -53.258	   -61.204	   -65.410	      41.2	      87.1	      58.5
	1996	    4	 16	   -58.340	   -64.930	   -69.088	      40.8	      94.1	      57.1
	1996	    4	 22	   -58.921	   -67.440	   -72.988	      42.0	      87.3	      58.0
	1996	    4	 29	   -59.462	   -69.776	   -76.446	      38.3	      73.9	      54.6
	1996	    5	  6	   -62.596	   -72.730	   -78.216	      47.9	      82.1	      51.7
	1996	    5	 15	   -64.928	   -74.216	   -80.920	      39.6	      85.3	      53.6
	1996	    5	 21	   -67.344	   -77.930	   -83.772	      52.4	      95.6	      53.1
	1996	    5	 28	   -69.042	   -79.256	   -86.290	      47.5	      94.9	      50.2
	1996	    6	  4	   -71.504	   -82.724	   -87.868	      47.7	      94.6	      45.9
	1996	    6	 11	   -73.462	   -84.432	   -89.546	      42.4	      94.1	      49.6
	1996	    6	 18	   -73.500	   -84.290	   -89.958	      34.9	      97.9	      53.6
	1996	    6	 24	   -76.642	   -87.566	   -90.768	      40.8	      97.2	      47.4
	1996	    7	  2	   -77.598	   -87.558	   -89.958	      38.4	      94.8	      46.4
	1996	    7	  8	   -78.078	   -87.612	   -88.344	      53.6	      97.6	      43.4
	1996	    7	 15	   -79.480	   -88.950	   -89.078	      40.6	      97.9	      47.1
	1996	    7	 24	   -80.422	   -90.838	   -90.394	      34.1	      96.2	      52.2
	1996	    7	 29	   -78.136	   -87.782	   -88.892	      54.5	     104.9	      50.2
	1996	    8	  5	   -82.430	   -89.802	   -91.102	      36.5	      95.2	      49.7
	1996	    8	 13	   -81.748	   -89.576	   -87.492	      33.1	      88.4	      51.3
	1996	    8	 19	   -82.376	   -89.132	   -88.340	      32.4	      81.7	      48.5
	1996	    8	 22	   -79.946	   -88.946	   -88.888	      39.4	      83.3	      51.3
	1996	    8	 25	   -83.752	   -92.796	   -91.850	      14.1	      64.4	      52.6
	1996	    8	 28	   -77.868	   -88.152	   -89.996	      36.4	      50.5	      40.2
	1996	    9	  1	   -77.948	   -89.212	   -88.234	      29.0	      59.3	      48.4
	1996	    9	  4	   -78.816	   -87.588	   -87.144	      34.8	      54.9	      40.3
	1996	    9	  9	   -78.146	   -86.916	   -86.424	      33.4	      47.1	      39.0
	1996	    9	 12	   -77.388	   -84.126	   -80.202	      37.3	      51.5	      35.2
	1996	    9	 15	   -79.476	   -83.304	   -79.462	      30.4	      35.8	      28.4
	1996	    9	 18	   -79.158	   -84.960	   -80.312	      34.1	      25.5	      27.8
	1996	    9	 20	   -78.354	   -84.570	   -79.582	      29.9	      14.5	      27.1
	1996	    9	 22	   -78.136	   -83.416	   -74.730	      30.5	      10.6	      28.1
	1996	    9	 24	   -77.258	   -83.380	   -74.930	      29.5	       4.7	      30.0
	1996	    9	 26	   -78.076	   -83.704	   -76.998	      29.1	       2.1	      22.0
	1996	    9	 28	   -77.114	   -83.018	   -74.572	      26.7	       4.4	      25.7
	1996	    9	 30	   -78.818	   -84.252	   -77.120	      25.5	       9.3	      25.6
	1996	   10	  2	   -79.620	   -84.108	   -73.938	      27.2	       5.2	      26.9
	1996	   10	  4	   -80.424	   -84.510	   -75.084	      24.0	       2.0	      29.1
	1996	   10	  6	   -80.516	   -84.712	   -70.416	      20.1	       3.3	      32.0
	1996	   10	  8	   -80.256	   -84.010	   -72.160	      16.7	       0.9	      26.5
	1996	   10	 10	   -75.838	   -81.650	   -67.498	      23.5	       2.1	      32.2
	1996	   10	 13	   -77.818	   -82.726	   -68.940	      18.7	       2.8	      31.6
	1996	   10	 14	   -78.334	   -82.786	   -70.106	      20.3	       2.5	      29.9
	1996	   10	 17	   -74.514	   -77.674	   -61.906	      30.6	       6.1	      37.8
	1996	   10	 20	   -72.654	   -75.126	   -54.946	      23.0	       6.5	      39.1
	1996	   10	 23	   -77.688	   -78.974	   -60.442	      25.0	       4.9	      34.6
	1996	   10	 27	   -75.428	   -77.730	   -60.956	      26.9	      11.9	      32.9
	1996	   10	 30	   -71.650	   -74.332	   -53.086	      30.7	      10.2	      43.0
	1996	   11	  4	   -75.038	   -75.196	   -52.664	      28.2	      12.2	      40.9
	1996	   11	  7	   -75.226	   -74.642	   -53.738	      26.8	      12.7	      38.1
	1996	   11	 11	   -67.316	   -66.070	   -42.506	      30.1	      15.4	      56.4
	1996	   11	 16	   -74.578	   -74.634	   -51.168	      18.2	      12.4	      40.9
	1996	   11	 20	   -71.486	   -66.976	   -42.116	      21.9	      18.6	      55.5
	1996	   11	 26	   -64.808	   -61.726	   -37.464	      30.5	      16.4	      56.8
	1996	   11	 28	   -64.556	   -60.890	   -36.460	      29.3	      18.0	      55.9
	1996	   12	  2	   -63.376	   -62.628	   -40.070	      31.3	      15.6	      48.7
	1996	   12	  7	   -62.648	   -55.968	   -32.004	      29.2	      24.5	      56.5
	1996	   12	 12	   -50.738	   -37.006	   -33.400	      30.0	      79.3	      89.5
	1996	   12	 19	   -56.712	   -41.496	   -33.724	      30.8	      85.1	      91.8
	1996	   12	 30	   -42.764	   -37.628	   -32.552	      38.0	      80.8	      81.0
	1997	    1	  3	   -44.086	   -36.198	   -33.110	      36.1	      76.1	      75.2
	1997	    1	  9	   -42.022	   -37.788	   -34.306	      41.2	      75.4	      67.7
	1997	    1	 17	   -41.726	   -38.310	   -35.758	      38.3	      78.2	      65.5
	1997	    1	 25	   -43.162	   -38.235	   -36.348	      45.2	      79.6	      61.4
	1997	    1	 30	   -42.696	   -40.427	   -37.518	      37.9	      71.9	      67.2
	1997	    2	  7	   -44.522	   -40.334	   -38.150	      44.7	      83.3	      66.3
	1997	    2	 17	   -43.252	   -41.444	   -41.220	      44.2	      84.2	      56.7
	1997	    2	 22	   -42.944	   -42.660	   -42.270	      45.9	      75.2	      68.0
	1997	    2	 27	   -44.440	   -43.982	   -44.662	      47.7	      79.0	      50.8
	1997	    3	  6	   -47.346	   -46.112	   -45.966	      50.5	      84.3	      65.8
	1997	    3	 13	   -45.920	   -48.612	   -50.964	      44.5	      83.9	      40.7
	1997	    3	 20	   -49.540	   -49.456	   -50.064	      55.7	      95.9	      59.7
	1997	    3	 27	   -48.692	   -52.314	   -55.400	      44.6	      85.9	       NaN
	1997	    4	  3	   -50.322	   -54.792	   -59.428	      49.1	      80.7	       NaN
	1997	    4	 10	   -54.824	   -60.816	   -63.807	      51.2	      94.6	       NaN
	1997	    4	 18	   -59.476	   -62.468	       NaN	      38.0	      80.0	       NaN
	1997	    4	 19	   -59.136	   -62.634	   -65.832	      42.8	      84.4	      67.5
	1997	    4	 24	   -56.274	   -62.798	   -65.176	      64.7	      97.7	      50.5
	1997	    5	  2	   -60.654	   -69.210	   -74.870	      48.9	      94.7	      46.9
	1997	    5	  8	   -66.534	   -73.560	       NaN	      54.8	       NaN	       NaN
	1997	    5	 16	   -57.270	   -65.306	   -70.640	      42.3	      95.9	      54.3
	1997	    5	 21	   -66.876	   -77.652	   -81.040	      39.8	      95.5	      43.2
	1997	    5	 28	   -70.994	   -80.376	   -82.866	      45.4	     103.6	      45.5
	1997	    6	  4	   -67.536	   -79.380	   -81.628	      60.4	     102.4	      51.3
	1997	    6	 11	   -72.334	   -83.318	   -86.622	      36.3	      99.1	      47.7
	1997	    6	 22	   -73.074	   -83.820	   -87.826	      55.5	     103.4	      57.9
	1997	    6	 26	   -71.392	   -83.626	   -87.582	      58.1	     105.3	      51.8
	1997	    7	  2	   -75.136	   -86.558	   -89.950	      46.9	      95.0	      56.3
	1997	    7	 10	   -73.844	   -86.266	   -88.290	      59.6	      98.6	      55.0
	1997	    7	 16	   -77.670	   -87.540	   -90.228	      43.3	     100.5	      58.0
	1997	    7	 23	   -77.646	   -85.574	   -89.054	      42.0	     107.5	      60.1
	1997	    7	 31	   -78.914	   -88.198	   -89.928	      66.8	     101.6	      58.1
	1997	    8	  7	   -77.938	   -87.116	   -86.654	      60.4	     105.5	      62.3
	1997	    8	 14	   -82.454	   -88.366	   -87.124	      41.6	      98.2	      57.2
	1997	    8	 21	   -81.842	   -88.116	   -87.490	      40.6	      82.6	      58.9
	1997	    8	 28	   -81.032	   -87.882	   -87.512	      43.0	      92.0	      56.9
	1997	    8	 31	   -81.286	   -88.530	   -88.129	      36.6	      67.3	       NaN
	1997	    9	  4	   -80.746	   -87.754	   -87.356	      45.4	      62.3	      44.9
	1997	    9	  6	   -82.320	   -87.828	   -86.878	      38.1	      61.8	      46.6
	1997	    9	 10	   -79.444	   -85.588	   -82.428	      35.4	      61.5	      48.1
	1997	    9	 13	   -79.720	   -85.934	   -82.350	      30.7	      51.2	      42.7
	1997	    9	 15	   -79.718	   -85.176	   -81.990	      43.1	      66.0	      47.6
	1997	    9	 15	   -80.038	   -86.076	       NaN	      37.6	      57.9	       NaN
	1997	    9	 18	   -81.606	   -86.550	   -83.542	      33.2	      39.1	       NaN
	1997	    9	 21	   -79.620	   -85.792	   -80.938	      30.0	      23.7	      35.2
	1997	    9	 24	   -80.916	   -89.842	   -85.281	      33.4	      11.6	       NaN
	1997	    9	 27	   -74.148	   -84.780	   -81.690	      37.3	      20.5	       NaN
	1997	    9	 30	   -77.300	   -84.700	   -76.132	      24.1	      11.6	      36.0
	1997	   10	  2	   -80.274	   -85.090	       NaN	      20.5	       6.8	       NaN
	1997	   10	  3	   -81.726	   -85.228	   -75.995	      18.1	       6.5	       NaN
	1997	   10	  5	   -78.400	   -84.856	   -76.198	      24.0	       3.5	      32.9
	1997	   10	  8	   -77.378	   -84.416	   -74.730	      18.5	       0.9	      31.3
	1997	   10	 11	   -75.798	   -81.962	   -65.524	      21.6	       1.6	      40.7
	1997	   10	 14	   -76.762	   -82.246	       NaN	      15.9	       NaN	       NaN
	1997	   10	 14	   -76.444	   -81.206	   -64.174	      18.5	       4.1	      34.7
	1997	   10	 17	   -73.962	       NaN	       NaN	      25.4	       NaN	       NaN
	1997	   10	 17	   -74.024	   -77.138	   -57.488	      24.1	       9.6	      42.0
	1997	   10	 21	   -76.350	   -79.488	   -62.768	      19.6	       5.2	      37.4
	1997	   10	 24	   -76.618	   -78.822	   -60.788	      21.1	       4.9	      42.7
	1997	   10	 27	   -75.316	   -79.144	   -62.000	      20.5	      11.9	      41.1
	1997	   10	 30	   -75.356	   -76.980	   -58.434	      20.0	       7.2	      38.5
	1997	   11	  3	   -74.320	   -72.934	   -49.106	      20.5	       9.0	      45.6
	1997	   11	  6	   -76.106	   -69.078	   -34.394	      18.4	      12.1	      58.4
	1997	   11	 10	   -59.568	   -53.282	   -31.588	      13.9	       9.7	      60.5
	1997	   11	 13	   -70.726	   -69.120	   -44.906	      23.0	      12.5	      48.2
	1997	   11	 18	   -70.162	   -64.260	   -36.282	      22.4	      15.4	      58.5
	1997	   11	 20	   -62.540	   -61.874	   -35.086	      33.6	      18.9	      60.5
	1997	   11	 26	   -62.520	   -48.833	   -29.853	      25.9	      39.4	      87.4
	1997	   12	  3	   -49.192	   -42.616	   -38.142	      34.7	      81.2	      79.6
	1997	   12	 10	   -50.551	   -39.098	   -33.098	      29.3	      75.8	      76.9
	1997	   12	 17	   -51.188	   -40.462	   -31.040	      26.5	      51.5	      68.3
	1997	   12	 24	   -51.832	   -41.324	   -33.682	      28.5	      59.1	      72.1
	1997	   12	 31	   -44.584	   -39.650	   -36.400	      37.1	      77.0	      66.5
	1998	    1	  7	   -46.672	   -40.572	   -37.154	      36.3	      72.8	      58.4
	1998	    1	 14	   -50.406	   -42.322	   -38.764	      32.0	      67.3	      56.1
	1998	    1	 21	   -44.446	   -41.128	   -38.730	      39.5	      73.7	      63.2
	1998	    1	 28	   -43.912	   -40.168	   -37.162	      42.3	      77.1	      72.6
	1998	    2	  6	   -44.218	   -41.154	   -39.242	      38.0	      75.5	      70.4
	1998	    2	 10	   -46.628	   -44.674	   -42.382	      32.7	      66.1	      70.7
	1998	    2	 18	   -46.838	   -45.284	   -44.144	      36.4	      72.3	      65.7
	1998	    2	 25	   -45.472	   -44.838	   -44.000	      36.9	      74.6	      71.6
	1998	    3	  4	   -45.328	   -45.546	   -45.062	      46.3	      80.5	      71.8
	1998	    3	 11	   -50.678	   -49.166	   -49.572	      43.0	      82.6	      66.6
	1998	    3	 18	   -50.750	   -50.668	   -52.704	      45.8	      78.7	      54.5
	1998	    3	 25	   -51.058	   -53.792	   -56.184	      41.1	      81.6	      46.4
	1998	    4	  1	   -52.986	   -57.067	       NaN	      47.6	       NaN	       NaN
	1998	    4	 15	   -54.736	   -61.090	   -66.438	      44.1	      83.0	      60.6
	1998	    4	 22	   -59.910	   -65.446	   -69.372	      61.3	     101.4	      51.0
	1998	    4	 22	   -60.142	   -65.764	   -69.662	      56.1	      95.2	      46.7
	1998	    4	 29	   -57.548	   -64.958	   -70.552	      52.5	      95.6	      55.9
	1998	    5	  6	   -63.368	   -71.998	       NaN	      50.4	       NaN	       NaN
	1998	    5	 13	   -62.544	   -70.754	       NaN	      55.5	      95.7	       NaN
	1998	    5	 21	   -69.876	   -77.212	   -79.504	      43.0	      95.5	      49.3
	1998	    5	 29	   -72.928	   -79.540	   -82.982	      33.3	      89.0	      56.7
	1998	    6	  3	   -69.154	   -78.312	   -83.290	      43.1	      96.4	      49.3
	1998	    6	 10	   -73.930	   -82.150	   -85.806	      40.3	      99.6	      51.5
	1998	    6	 17	   -74.378	   -82.058	   -86.926	      41.4	      96.1	      57.0
	1998	    6	 24	   -72.990	   -82.492	   -87.894	      51.7	      99.4	      56.2
	1998	    7	  1	   -77.388	   -86.492	   -90.124	      45.9	      86.0	      49.5
	1998	    7	  8	   -75.100	   -86.030	   -90.592	      61.8	      97.4	      51.6
	1998	    7	 17	   -81.294	   -88.884	   -91.722	      40.7	      96.6	      50.8
	1998	    7	 22	   -80.336	   -89.574	   -91.606	      50.3	      98.2	      50.4
	1998	    7	 29	   -79.815	   -89.708	   -92.160	      52.3	      96.5	      49.3
	1998	    8	  6	   -79.380	   -89.554	   -91.169	      45.2	      83.9	      50.0
	1998	    8	 12	   -81.350	   -90.342	   -91.572	      50.1	      83.6	      46.5
	1998	    8	 19	   -79.310	   -88.179	       NaN	      46.5	       NaN	       NaN
	1998	    8	 25	   -79.370	   -89.288	   -89.714	      49.2	      83.1	      50.9
	1998	    8	 28	   -79.934	   -88.782	   -88.556	      54.4	      80.6	      47.6
	1998	    9	  2	   -81.248	   -89.756	       NaN	      38.6	      61.7	       NaN
	1998	    9	  2	   -82.096	   -89.730	   -88.476	      39.6	      66.5	      45.3
	1998	    9	  4	   -80.972	   -88.204	   -88.570	      44.7	      69.4	       NaN
	1998	    9	  8	   -81.206	   -89.012	   -88.424	      43.0	      61.9	      41.3
	1998	    9	 11	   -81.402	   -89.232	   -87.990	      36.6	      61.6	      43.6
	1998	    9	 15	   -80.138	   -88.046	   -85.464	      37.7	      52.5	      43.4
	1998	    9	 18	   -79.042	   -87.310	   -85.868	      33.4	      35.3	      31.7
	1998	    9	 22	   -80.270	   -85.958	   -83.810	      27.9	      24.6	      26.0
	1998	    9	 25	   -81.574	   -86.226	   -79.316	      24.5	      10.5	      27.2
	1998	    9	 28	   -81.468	   -86.492	   -80.468	      22.3	      16.6	      24.6
	1998	   10	  1	   -80.470	   -87.160	   -77.738	      22.3	       1.4	      20.2
	1998	   10	  3	   -80.302	   -85.880	   -76.587	      20.0	       0.6	      20.8
	1998	   10	  5	   -81.222	   -85.960	   -76.202	      15.6	       1.6	      23.8
	1998	   10	  7	   -80.932	   -86.076	       NaN	      24.4	       1.2	       NaN
	1998	   10	  7	   -80.578	   -85.116	   -70.806	      23.3	       0.8	      22.4
	1998	   10	 10	   -79.026	   -83.384	   -69.400	      16.6	       1.4	      24.9
	1998	   10	 10	   -79.036	   -83.210	   -70.236	      18.7	       1.5	      27.3
	1998	   10	 13	   -80.096	   -85.268	   -71.110	      22.9	       1.0	      21.3
	1998	   10	 16	   -81.576	   -85.676	   -70.810	      11.1	       0.9	      28.1
	1998	   10	 20	   -74.690	   -80.416	   -62.408	      21.6	       2.6	      28.1
	1998	   10	 25	   -76.294	   -79.550	   -59.284	      20.3	       2.6	      32.1
	1998	   11	  3	   -76.310	   -75.986	   -50.764	      19.7	       4.8	      33.1
	1998	   11	 10	   -70.256	   -67.253	   -42.606	      20.0	      13.0	      41.7
	1998	   11	 17	   -70.720	   -62.520	   -29.962	      23.5	      15.5	      57.9
	1998	   11	 24	   -71.107	   -67.326	   -44.750	       NaN	      13.0	      43.3
	1998	   12	  1	   -72.937	   -63.133	   -40.688	      18.2	      12.3	      45.3
	1998	   12	  8	   -59.406	   -50.070	   -30.452	      24.3	      33.9	      75.3
	1998	   12	 15	   -59.634	   -43.340	   -31.326	      24.8	      49.3	      90.9
	1998	   12	 17	   -56.090	   -44.704	   -30.684	      24.5	      37.2	      79.2
	1998	   12	 29	   -49.456	   -38.858	   -33.754	      25.8	      76.2	      73.2
	1999	    1	  5	   -56.562	   -42.422	   -34.707	      22.3	      60.5	      72.4
	1999	    1	 10	   -47.160	   -39.308	   -34.112	      27.3	      71.2	      65.9
	1999	    1	 11	   -45.124	   -39.710	   -35.298	      39.3	      73.6	      68.8
	1999	    1	 11	   -45.124	   -39.710	   -35.298	      37.0	      68.2	      63.8
	1999	    1	 14	   -48.186	   -40.816	   -36.774	      30.8	      71.3	      69.0
	1999	    1	 14	   -48.046	   -40.524	   -36.396	      31.0	      73.0	      68.7
	1999	    1	 15	   -47.998	   -40.508	   -36.214	      31.5	      70.1	      65.7
	1999	    1	 15	   -47.948	   -40.248	   -35.946	      32.5	      72.0	      67.8
	1999	    1	 17	   -49.842	   -42.120	   -37.274	      32.0	      66.2	      64.9
	1999	    1	 17	   -49.906	   -42.246	   -37.394	      33.0	      67.8	      66.0
	1999	    1	 18	   -50.400	   -42.202	   -37.228	      30.6	      69.9	      66.3
	1999	    1	 18	   -50.502	   -42.406	   -37.572	      31.0	      72.0	      68.0
	1999	    1	 21	   -50.222	   -44.004	   -39.008	      31.8	      61.3	      63.1
	1999	    1	 26	   -50.676	   -43.478	   -39.552	      32.0	      59.2	      53.4
	1999	    2	  2	   -44.794	   -41.485	   -39.130	      36.4	       NaN	      54.2
	1999	    2	  9	   -46.636	   -42.662	   -40.714	      36.1	      66.4	      48.8
	1999	    2	 16	   -45.630	   -43.676	   -42.188	      33.9	      66.4	      47.0
	1999	    2	 24	   -46.274	   -44.654	   -43.080	      39.7	      73.5	      65.4
	1999	    3	  3	   -45.796	   -46.376	   -47.453	      34.3	      68.9	      69.8
	1999	    3	 10	   -46.038	   -47.440	   -48.850	      42.3	      72.9	      69.3
	1999	    3	 17	   -48.028	   -50.168	   -52.572	      47.3	      82.1	      49.1
	1999	    3	 24	   -50.618	   -52.104	   -55.472	      40.5	      73.2	      70.0
	1999	    3	 31	   -54.026	   -56.938	       NaN	      36.1	      73.8	       NaN
	1999	    4	  7	   -51.708	   -56.080	   -59.842	      55.0	      78.7	      69.8
	1999	    4	 14	   -56.988	   -62.964	       NaN	      44.6	       NaN	       NaN
	1999	    4	 21	   -56.164	   -64.546	   -69.512	      51.4	      88.3	      51.5
	1999	    4	 29	   -60.916	   -67.486	   -69.796	      52.9	      80.1	      39.8
	1999	    5	  5	   -61.068	   -69.312	   -73.280	      58.8	     104.3	      54.5
	1999	    5	 12	   -65.816	   -75.478	   -78.640	      41.6	      92.6	      46.0
	1999	    5	 20	   -67.009	       NaN	       NaN	       NaN	       NaN	       NaN
	1999	    5	 26	   -69.702	   -79.604	   -83.664	       NaN	       NaN	       NaN
	1999	    6	  2	   -74.736	   -82.504	   -86.462	      35.5	      99.2	      51.7
	1999	    6	 10	   -74.212	   -84.446	   -87.828	      39.8	      91.2	      52.3
	1999	    6	 16	   -74.517	   -84.890	   -90.327	      34.1	      90.8	       NaN
	1999	    6	 24	   -74.292	   -86.470	   -92.210	      38.0	      84.1	      50.2
	1999	    6	 30	   -75.140	   -87.496	   -92.264	      44.4	      83.7	      52.3
	1999	    7	  7	   -79.955	   -89.798	   -93.593	      35.5	      82.8	       NaN
	1999	    7	 14	   -78.740	   -90.140	   -93.090	      40.1	      89.5	      47.1
	1999	    7	 21	   -80.310	   -90.353	       NaN	      48.1	       NaN	       NaN
	1999	    7	 28	   -79.735	   -90.232	   -91.931	      46.3	      95.4	      50.0
	1999	    8	  6	   -82.840	   -91.424	   -92.758	      41.6	      96.1	      48.6
	1999	    8	 11	   -80.478	   -90.508	   -92.418	      39.2	      87.9	      52.4
	1999	    8	 18	   -81.616	   -90.552	   -91.024	      38.0	      78.3	      47.4
	1999	    8	 25	   -84.816	   -90.920	   -91.618	      23.0	      76.2	      52.1
	1999	    8	 28	   -83.490	   -89.298	   -89.942	      35.0	      78.5	      40.7
	1999	    9	  1	   -80.676	   -90.402	       NaN	      34.5	      52.1	       NaN
	1999	    9	  5	   -80.714	   -88.588	   -87.728	      38.9	      69.9	      45.1
	1999	    9	  8	   -79.666	   -88.664	   -86.638	      32.2	      55.6	      43.1
	1999	    9	 11	   -80.062	   -89.646	   -87.612	      32.0	      29.5	      39.3
	1999	    9	 15	   -80.614	   -86.927	   -85.672	      26.7	      33.0	      29.9
	1999	    9	 18	   -79.634	   -86.714	   -83.048	      27.9	      29.7	      34.6
	1999	    9	 21	   -78.448	   -85.250	   -81.804	      25.7	      22.0	      30.7
	1999	    9	 26	   -80.390	   -86.144	   -77.672	      26.8	      15.9	      26.9
	1999	    9	 27	   -78.124	   -85.458	   -79.318	      24.2	       3.1	      21.4
	1999	    9	 29	   -78.648	   -85.030	   -78.846	      19.0	       1.8	      20.6
	1999	   10	  1	   -76.372	   -83.654	   -76.896	      26.9	       5.0	      21.6
	1999	   10	  3	   -77.480	   -83.748	   -76.200	      20.6	       7.1	      27.6
	1999	   10	  5	   -76.750	   -82.990	   -72.912	      19.0	       7.5	      27.6
	1999	   10	  7	   -78.118	   -83.534	   -71.892	      25.5	       2.4	      23.9
	1999	   10	 10	   -78.200	   -83.600	   -71.770	      18.9	       2.1	      23.3
	1999	   10	 13	   -78.404	   -83.660	   -71.618	      20.0	       3.5	      23.9
	1999	   10	 16	   -80.366	   -80.714	   -63.922	      13.6	       6.5	      29.4
	1999	   10	 19	   -80.740	   -81.480	   -64.678	      12.7	       3.0	      28.5
	1999	   10	 22	   -77.220	   -80.926	   -63.792	      18.4	       2.8	      29.3
	1999	   10	 25	   -74.918	   -78.526	   -59.136	      18.0	       3.7	      32.5
	1999	   10	 31	   -76.384	   -75.996	   -53.982	      16.8	       4.3	      38.5
	1999	   11	  4	   -73.892	   -73.756	   -49.092	      22.0	      10.6	      36.7
	1999	   11	  8	   -73.898	       NaN	       NaN	      22.1	       NaN	       NaN
	1999	   11	  9	   -72.870	   -73.698	   -48.634	      23.0	       9.8	      36.2
	1999	   11	 13	   -74.413	   -74.104	   -51.702	      22.1	      13.7	      37.0
	1999	   11	 15	   -71.120	   -69.716	   -47.156	      22.5	      10.9	      40.2
	1999	   11	 19	   -72.721	   -64.860	   -40.312	      21.2	      14.8	      48.4
	1999	   11	 22	   -71.574	   -66.508	   -41.432	      21.6	      15.6	      42.0
	1999	   11	 25	   -69.418	   -64.350	   -40.914	      22.2	      16.7	      43.2
	1999	   11	 29	   -68.470	   -60.968	   -38.526	      22.9	      21.5	      44.9
	1999	   12	  2	   -67.380	   -60.546	   -39.174	      21.1	      16.5	      41.0
	1999	   12	  8	   -60.146	   -47.878	   -26.568	      21.6	      27.8	      61.0
	1999	   12	 16	   -64.450	   -46.890	   -26.058	      21.1	      31.5	      80.5
	1999	   12	 23	   -56.686	   -41.288	   -30.030	      22.2	      70.1	      89.3
	1999	   12	 30	   -55.610	   -40.098	   -27.892	      24.1	      43.4	      83.5
	2000	    1	  6	   -53.106	   -38.768	   -28.010	      23.3	      45.8	      81.4
	2000	    1	 13	   -49.226	   -38.578	   -32.140	      24.6	      62.3	      76.4
	2000	    1	 20	   -45.576	   -39.834	   -35.264	      35.3	      70.2	      66.1
	2000	    1	 27	   -46.776	   -39.946	   -36.256	      25.8	      65.3	      64.3
	2000	    2	  3	   -45.474	   -40.724	   -38.602	      26.4	      68.4	      58.5
	2000	    2	 10	   -44.204	   -42.304	   -40.446	      35.4	      67.3	      63.0
	2000	    2	 17	   -44.692	   -42.400	   -40.714	      34.7	      71.0	      70.9
	2000	    2	 24	   -45.516	   -44.816	   -43.440	      36.3	      71.3	      66.1
	2000	    3	  2	   -47.216	   -46.170	   -46.576	      40.1	      72.9	      58.0
	2000	    3	 10	   -47.650	   -48.298	   -50.630	      40.2	      74.8	      51.5
	2000	    3	 15	   -50.818	   -51.564	   -52.512	      38.9	      73.9	      59.9
	2000	    3	 23	   -48.318	   -51.864	   -55.106	      50.5	      83.2	      63.0
	2000	    3	 29	   -54.338	   -54.944	   -57.949	      41.8	      79.5	       NaN
